Orthogroup	MHP_MHP679_genes	MHP_UFV02_genes
OG0000203	DR086_RS03340	FEF31_RS00480
OG0000204	DR086_RS04975	FEF31_RS00485
OG0000205	DR086_RS02805	FEF31_RS00490
OG0000206	DR086_RS02825	FEF31_RS00510
OG0000207	DR086_RS02840	FEF31_RS00525
OG0000208	DR086_RS02845	FEF31_RS00530
OG0000209	DR086_RS02850	FEF31_RS00535
OG0000210	DR086_RS02895	FEF31_RS00580
OG0000211	DR086_RS02580	FEF31_RS00590
OG0000212	DR086_RS02590	FEF31_RS00600
OG0000213	DR086_RS02595	FEF31_RS00605
OG0000214	DR086_RS02600	FEF31_RS00610
OG0000215	DR086_RS02605	FEF31_RS00615
OG0000216	DR086_RS02610	FEF31_RS00620
OG0000217	DR086_RS02615	FEF31_RS00625
OG0000218	DR086_RS02625	FEF31_RS00635
OG0000219	DR086_RS02630	FEF31_RS00640
OG0000220	DR086_RS02635	FEF31_RS00645
OG0000221	DR086_RS02640	FEF31_RS00650
OG0000222	DR086_RS02645	FEF31_RS00655
OG0000223	DR086_RS02650	FEF31_RS00660
OG0000224	DR086_RS02660	FEF31_RS00670
OG0000225	DR086_RS02670	FEF31_RS00680
OG0000226	DR086_RS02675	FEF31_RS00685
OG0000227	DR086_RS02680	FEF31_RS00690
OG0000228	DR086_RS05105	FEF31_RS04770
OG0000229	DR086_RS02690	FEF31_RS00700
OG0000230	DR086_RS02695	FEF31_RS00705
OG0000231	DR086_RS02705	FEF31_RS00715
OG0000232	DR086_RS02715	FEF31_RS00725
OG0000233	DR086_RS01680	FEF31_RS00750
OG0000234	DR086_RS01715	FEF31_RS00785
OG0000235	DR086_RS01725	FEF31_RS00795
OG0000236	DR086_RS01730	FEF31_RS00800
OG0000237	DR086_RS01735	FEF31_RS00805
OG0000238	DR086_RS01745	FEF31_RS00810
OG0000239	DR086_RS02960	FEF31_RS02680
OG0000240	DR086_RS02955	FEF31_RS02685
OG0000241	DR086_RS02945	FEF31_RS02695
OG0000242	DR086_RS02940	FEF31_RS02700
OG0000243	DR086_RS02935	FEF31_RS02705
OG0000244	DR086_RS02925	FEF31_RS02715
OG0000245	DR086_RS02915	FEF31_RS02720
OG0000246	DR086_RS03275	FEF31_RS03410
OG0000247	DR086_RS00010	FEF31_RS03420
OG0000248	DR086_RS00020	FEF31_RS03430
OG0000249	DR086_RS00025	FEF31_RS03435
OG0000250	DR086_RS00040	FEF31_RS03450
OG0000251	DR086_RS00075	FEF31_RS03480
OG0000252	DR086_RS00085	FEF31_RS03490
OG0000253	DR086_RS00090	FEF31_RS03495
OG0000254	DR086_RS00100	FEF31_RS03505
OG0000255	DR086_RS00110	FEF31_RS03510
OG0000256	DR086_RS00115	FEF31_RS03515
OG0000257	DR086_RS00140	FEF31_RS03540
OG0000258	DR086_RS00150	FEF31_RS03550
OG0000259	DR086_RS00180	FEF31_RS03580
OG0000260	DR086_RS00190	FEF31_RS03590
OG0000261	DR086_RS04745	FEF31_RS04680
OG0000262	DR086_RS00215	FEF31_RS00010
OG0000263	DR086_RS00230	FEF31_RS00025
OG0000264	DR086_RS00245	FEF31_RS00040
OG0000265	DR086_RS00255	FEF31_RS00050
OG0000266	DR086_RS00270	FEF31_RS00065
OG0000267	DR086_RS00285	FEF31_RS00080
OG0000268	DR086_RS00290	FEF31_RS00085
OG0000269	DR086_RS00305	FEF31_RS00100
OG0000270	DR086_RS04945	FEF31_RS04635
OG0000271	DR086_RS02410	FEF31_RS03160
OG0000272	DR086_RS02405	FEF31_RS03155
OG0000273	DR086_RS02400	FEF31_RS03150
OG0000274	DR086_RS01450	FEF31_RS03130
OG0000275	DR086_RS04850	FEF31_RS04625
OG0000276	DR086_RS01460	FEF31_RS03120
OG0000277	DR086_RS01470	FEF31_RS03110
OG0000278	DR086_RS01475	FEF31_RS03105
OG0000279	DR086_RS01485	FEF31_RS03095
OG0000280	DR086_RS01490	FEF31_RS03090
OG0000281	DR086_RS01495	FEF31_RS03085
OG0000282	DR086_RS04860	FEF31_RS04615
OG0000283	DR086_RS01525	FEF31_RS03055
OG0000284	DR086_RS01530	FEF31_RS03050
OG0000285	DR086_RS04865	FEF31_RS04610
OG0000286	DR086_RS02220	FEF31_RS02155
OG0000287	DR086_RS00990	FEF31_RS02260
OG0000288	DR086_RS00980	FEF31_RS02270
OG0000289	DR086_RS00975	FEF31_RS02275
OG0000290	DR086_RS00865	FEF31_RS02385
OG0000291	DR086_RS00875	FEF31_RS02375
OG0000292	DR086_RS00880	FEF31_RS02370
OG0000293	DR086_RS00885	FEF31_RS02365
OG0000294	DR086_RS00895	FEF31_RS02355
OG0000295	DR086_RS00900	FEF31_RS02350
OG0000296	DR086_RS00940	FEF31_RS02310
OG0000297	DR086_RS00945	FEF31_RS02305
OG0000298	DR086_RS00035	FEF31_RS03445
OG0000299	DR086_RS00060	FEF31_RS03465
OG0000300	DR086_RS00240	FEF31_RS00035
OG0000301	DR086_RS00275	FEF31_RS00070
OG0000302	DR086_RS00280	FEF31_RS00075
OG0000303	DR086_RS02275	FEF31_RS00220
OG0000304	DR086_RS02725	FEF31_RS00730
OG0000305	DR086_RS01090	FEF31_RS02620
OG0000306	DR086_RS01015	FEF31_RS02545
OG0000307	DR086_RS03215	FEF31_RS02510
OG0000308	DR086_RS00845	FEF31_RS02405
OG0000309	DR086_RS00910	FEF31_RS02340
OG0000310	DR086_RS00985	FEF31_RS02265
OG0000311	DR086_RS02160	FEF31_RS02215
OG0000312	DR086_RS02175	FEF31_RS02200
OG0000313	DR086_RS03315	FEF31_RS01260
OG0000314	DR086_RS00455	FEF31_RS01700
OG0000315	DR086_RS00485	FEF31_RS01730
OG0000316	DR086_RS00495	FEF31_RS01740
OG0000317	DR086_RS00585	FEF31_RS01835
OG0000318	DR086_RS04760	FEF31_RS04480
OG0000319	DR086_RS02100	FEF31_RS01970
OG0000320	DR086_RS03145	FEF31_RS02095
OG0000321	DR086_RS02000	FEF31_RS00990
OG0000322	DR086_RS01955	FEF31_RS01040
OG0000323	DR086_RS01820	FEF31_RS01170
OG0000324	DR086_RS02060	FEF31_RS02010
OG0000325	DR086_RS03035	FEF31_RS00355
OG0000326	DR086_RS03370	FEF31_RS00450
OG0000327	DR086_RS03365	FEF31_RS00455
OG0000328	DR086_RS02855	FEF31_RS00540
OG0000329	DR086_RS02875	FEF31_RS00560
OG0000330	DR086_RS01690	FEF31_RS00760
OG0000331	DR086_RS02930	FEF31_RS02710
OG0000332	DR086_RS01370	FEF31_RS03680
OG0000333	DR086_RS01360	FEF31_RS03690
OG0000334	DR086_RS03540	FEF31_RS03790
OG0000335	DR086_RS02315	FEF31_RS03800
OG0000336	DR086_RS04855	FEF31_RS04620
OG0000337	DR086_RS01270	FEF31_RS03240
OG0000338	DR086_RS01230	FEF31_RS03280
OG0000339	DR086_RS03465	FEF31_RS02070
OG0000340	DR086_RS02020	FEF31_RS00970
OG0000341	DR086_RS02040	FEF31_RS02030
OG0000342	DR086_RS03065	FEF31_RS00385
OG0000343	DR086_RS01350	FEF31_RS03700
OG0000344	DR086_RS02290	FEF31_RS00235
OG0000345	DR086_RS02665	FEF31_RS00675
OG0000346	DR086_RS05090	FEF31_RS03080
OG0000347	DR086_RS01930	FEF31_RS01065
OG0000348	DR086_RS03360	FEF31_RS00460
OG0000349	DR086_RS04845	FEF31_RS04630
OG0000350	DR086_RS03205	FEF31_RS02500
OG0000351	DR086_RS00370	FEF31_RS00155
OG0000352	DR086_RS00435	FEF31_RS01680
OG0000353	DR086_RS01960	FEF31_RS01035
OG0000354	DR086_RS02760	FEF31_RS00295
OG0000355	DR086_RS04750	FEF31_RS04470
OG0000356	DR086_RS04755	FEF31_RS04475
OG0000357	DR086_RS04840	FEF31_RS04685
OG0000358	DR086_RS01385	FEF31_RS03665
OG0000359	DR086_RS05045	FEF31_RS04380
OG0000360	DR086_RS00145	FEF31_RS03545
OG0000361	DR086_RS00175	FEF31_RS03575
OG0000362	DR086_RS00965	FEF31_RS02285
OG0000363	DR086_RS04910	FEF31_RS01105
OG0000365	DR086_RS00535	FEF31_RS01785
OG0000366	DR086_RS00555	FEF31_RS01805
OG0000367	DR086_RS00565	FEF31_RS01815
OG0000368	DR086_RS01165	FEF31_RS03345
OG0000369	DR086_RS04830	FEF31_RS04650
OG0000370	DR086_RS01205	FEF31_RS03305
OG0000371	DR086_RS01210	FEF31_RS03300
OG0000372	DR086_RS01215	FEF31_RS03295
OG0000373	DR086_RS01240	FEF31_RS03270
OG0000374	DR086_RS01250	FEF31_RS03260
OG0000375	DR086_RS02105	FEF31_RS01965
OG0000376	DR086_RS03130	FEF31_RS02110
OG0000377	DR086_RS03140	FEF31_RS02100
OG0000378	DR086_RS03415	FEF31_RS00950
OG0000379	DR086_RS01965	FEF31_RS01030
OG0000380	DR086_RS01940	FEF31_RS01055
OG0000381	DR086_RS01895	FEF31_RS01095
OG0000382	DR086_RS01865	FEF31_RS01125
OG0000383	DR086_RS01825	FEF31_RS01165
OG0000384	DR086_RS02230	FEF31_RS00175
OG0000385	DR086_RS02235	FEF31_RS00180
OG0000386	DR086_RS02255	FEF31_RS00200
OG0000387	DR086_RS02280	FEF31_RS00225
OG0000388	DR086_RS04925	FEF31_RS04370
OG0000389	DR086_RS02785	FEF31_RS00275
OG0000390	DR086_RS01110	FEF31_RS02640
OG0000391	DR086_RS01100	FEF31_RS02630
OG0000392	DR086_RS01075	FEF31_RS02605
OG0000393	DR086_RS04815	FEF31_RS04550
OG0000394	DR086_RS03645	FEF31_RS02475
OG0000395	DR086_RS03015	FEF31_RS02470
OG0000396	DR086_RS02215	FEF31_RS02160
OG0000397	DR086_RS00420	FEF31_RS01665
OG0000398	DR086_RS00425	FEF31_RS01670
OG0000399	DR086_RS00470	FEF31_RS01715
OG0000400	DR086_RS01425	FEF31_RS03625
OG0000401	DR086_RS01365	FEF31_RS03685
OG0000402	DR086_RS01355	FEF31_RS03695
OG0000403	DR086_RS01345	FEF31_RS03705
OG0000404	DR086_RS01315	FEF31_RS03730
OG0000405	DR086_RS01300	FEF31_RS04800
OG0000406	DR086_RS02320	FEF31_RS03805
OG0000407	DR086_RS04930	FEF31_RS04695
OG0000408	DR086_RS02330	FEF31_RS03815
OG0000409	DR086_RS02335	FEF31_RS03820
OG0000410	DR086_RS02395	FEF31_RS02985
OG0000411	DR086_RS02385	FEF31_RS02975
OG0000412	DR086_RS02380	FEF31_RS02970
OG0000413	DR086_RS01810	FEF31_RS01180
OG0000414	DR086_RS01800	FEF31_RS01190
OG0000415	DR086_RS01795	FEF31_RS01195
OG0000416	DR086_RS01785	FEF31_RS01205
OG0000417	DR086_RS02045	FEF31_RS02025
OG0000418	DR086_RS02050	FEF31_RS02020
OG0000419	DR086_RS03045	FEF31_RS00365
OG0000420	DR086_RS03080	FEF31_RS00400
OG0000421	DR086_RS03385	FEF31_RS00435
OG0000422	DR086_RS03375	FEF31_RS00445
OG0000423	DR086_RS02815	FEF31_RS00500
OG0000424	DR086_RS02820	FEF31_RS00505
OG0000425	DR086_RS02830	FEF31_RS00515
OG0000426	DR086_RS04980	FEF31_RS04385
OG0000427	DR086_RS04985	FEF31_RS04390
OG0000428	DR086_RS02885	FEF31_RS00570
OG0000429	DR086_RS02655	FEF31_RS00665
OG0000430	DR086_RS02700	FEF31_RS00710
OG0000431	DR086_RS02710	FEF31_RS00720
OG0000432	DR086_RS01685	FEF31_RS00755
OG0000433	DR086_RS01700	FEF31_RS00770
OG0000434	DR086_RS01705	FEF31_RS00775
OG0000435	DR086_RS01720	FEF31_RS00790
OG0000436	DR086_RS01750	FEF31_RS00815
OG0000437	DR086_RS01760	FEF31_RS00825
OG0000438	DR086_RS01765	FEF31_RS00830
OG0000439	DR086_RS01770	FEF31_RS04400
OG0000440	DR086_RS02950	FEF31_RS02690
OG0000441	DR086_RS02910	FEF31_RS02725
OG0000442	DR086_RS03280	FEF31_RS03415
OG0000443	DR086_RS00055	FEF31_RS03460
OG0000444	DR086_RS00070	FEF31_RS03475
OG0000445	DR086_RS00095	FEF31_RS03500
OG0000446	DR086_RS00125	FEF31_RS03525
OG0000447	DR086_RS00130	FEF31_RS03530
OG0000448	DR086_RS00160	FEF31_RS03560
OG0000449	DR086_RS00185	FEF31_RS03585
OG0000450	DR086_RS00195	FEF31_RS03595
OG0000451	DR086_RS00235	FEF31_RS00030
OG0000452	DR086_RS00260	FEF31_RS00055
OG0000453	DR086_RS00295	FEF31_RS00090
OG0000455	DR086_RS02435	FEF31_RS03185
OG0000456	DR086_RS01515	FEF31_RS03065
OG0000457	DR086_RS01540	FEF31_RS03040
OG0000458	DR086_RS03680	FEF31_RS02255
OG0000459	DR086_RS00970	FEF31_RS02280
OG0000460	DR086_RS00960	FEF31_RS02290
OG0000461	DR086_RS00915	FEF31_RS02335
OG0000462	DR086_RS00920	FEF31_RS02330
OG0000463	DR086_RS00925	FEF31_RS02325
OG0000464	DR086_RS00930	FEF31_RS02320
OG0000465	DR086_RS00935	FEF31_RS02315
OG0000466	DR086_RS00265	FEF31_RS00060
OG0000467	DR086_RS04810	FEF31_RS04530
OG0000468	DR086_RS00465	FEF31_RS01710
OG0000469	DR086_RS00525	FEF31_RS01770
OG0000470	DR086_RS03975	FEF31_RS00495
OG0000471	DR086_RS02890	FEF31_RS00575
OG0000472	DR086_RS03165	FEF31_RS02995
OG0000473	DR086_RS02420	FEF31_RS03170
OG0000474	DR086_RS02425	FEF31_RS03175
OG0000475	DR086_RS02430	FEF31_RS03180
OG0000476	DR086_RS01775	FEF31_RS01215
OG0000477	DR086_RS00890	FEF31_RS02360
OG0000478	DR086_RS01465	FEF31_RS03115
OG0000479	DR086_RS02005	FEF31_RS00985
OG0000480	DR086_RS03935	FEF31_RS01775
OG0000481	DR086_RS03350	FEF31_RS00470
OG0000482	DR086_RS02505	FEF31_RS00865
OG0000483	DR086_RS00570	FEF31_RS01820
OG0000484	DR086_RS04740	FEF31_RS04675
OG0000485	DR086_RS01755	FEF31_RS00820
OG0000486	DR086_RS02025	FEF31_RS02045
OG0000487	DR086_RS04765	FEF31_RS04485
OG0000488	DR086_RS00540	FEF31_RS01790
OG0000489	DR086_RS01175	FEF31_RS03335
OG0000490	DR086_RS01235	FEF31_RS03275
OG0000491	DR086_RS01985	FEF31_RS01005
OG0000492	DR086_RS01910	FEF31_RS01085
OG0000493	DR086_RS02295	FEF31_RS00240
OG0000494	DR086_RS02755	FEF31_RS00300
OG0000495	DR086_RS01045	FEF31_RS02575
OG0000496	DR086_RS01035	FEF31_RS02565
OG0000497	DR086_RS01030	FEF31_RS02560
OG0000498	DR086_RS03185	FEF31_RS02480
OG0000499	DR086_RS02985	FEF31_RS02445
OG0000500	DR086_RS00430	FEF31_RS01675
OG0000502	DR086_RS02495	FEF31_RS00855
OG0000503	DR086_RS03095	FEF31_RS00415
OG0000504	DR086_RS02865	FEF31_RS00550
OG0000505	DR086_RS02575	FEF31_RS00585
OG0000506	DR086_RS02585	FEF31_RS00595
OG0000507	DR086_RS02620	FEF31_RS00630
OG0000508	DR086_RS00120	FEF31_RS03520
OG0000509	DR086_RS00155	FEF31_RS03555
OG0000510	DR086_RS00165	FEF31_RS03565
OG0000511	DR086_RS00300	FEF31_RS00095
OG0000512	DR086_RS00955	FEF31_RS02295
OG0000513	DR086_RS01480	FEF31_RS03100
OG0000514	DR086_RS01070	FEF31_RS02600
OG0000516	DR086_RS04770	FEF31_RS04490
OG0000517	DR086_RS01160	FEF31_RS03350
OG0000518	DR086_RS01375	FEF31_RS03675
OG0000519	DR086_RS03380	FEF31_RS00440
OG0000520	DR086_RS02880	FEF31_RS00565
OG0000521	DR086_RS00135	FEF31_RS03535
OG0000522	DR086_RS00170	FEF31_RS03570
OG0000523	DR086_RS01545	FEF31_RS03035
OG0000524	DR086_RS00840	FEF31_RS02410
OG0000525	DR086_RS05020	FEF31_RS04585
OG0000526	DR086_RS04135	FEF31_RS01585
OG0000527	DR086_RS00635	FEF31_RS01525
OG0000528	DR086_RS04775	FEF31_RS01760
OG0000529	DR086_RS02090	FEF31_RS01980
OG0000530	DR086_RS03450	FEF31_RS02080
OG0000531	DR086_RS01935	FEF31_RS01060
OG0000532	DR086_RS03285	FEF31_RS01290
OG0000533	DR086_RS02795	FEF31_RS00260
OG0000534	DR086_RS00250	FEF31_RS00045
OG0000535	DR086_RS04825	FEF31_RS04655
OG0000536	DR086_RS02465	FEF31_RS03215
OG0000537	DR086_RS03060	FEF31_RS00380
OG0000538	DR086_RS01710	FEF31_RS00780
OG0000539	DR086_RS00080	FEF31_RS03485
OG0000540	DR086_RS00870	FEF31_RS02380
OG0000541	DR086_RS03000	FEF31_RS02460
OG0000542	DR086_RS00220	FEF31_RS00015
OG0000544	DR086_RS04960	FEF31_RS04410
OG0000545	DR086_RS00685	FEF31_RS01575, FEF31_RS01570
OG0000546	DR086_RS04500	FEF31_RS02530
OG0000547	DR086_RS01120	FEF31_RS02650
