Orthogroup	MHP_MHP694_proteins	MHP_MHP682_proteins
OG0000045	WP_160606615.1	WP_160585827.1
OG0000046	WP_160606801.1	WP_160585788.1
OG0000048	WP_011290213.1	WP_160585777.1
OG0000049	WP_160606715.1, WP_081430771.1	WP_160585653.1
OG0000050	WP_160606815.1	WP_160585700.1
OG0000051	WP_160606423.1	WP_160585663.1
OG0000052	WP_160606901.1	WP_146379447.1
OG0000053	WP_160606635.1	WP_160585821.1
OG0000054	WP_044284674.1	WP_160585698.1
OG0000055	WP_160606887.1	WP_160584826.1
OG0000056	WP_160606927.1	WP_160585574.1
OG0000057	WP_160606566.1	WP_258555814.1
OG0000061	WP_135618818.1, WP_258555435.1	WP_146379613.1
OG0000062	WP_011290443.1	WP_011206522.1
OG0000063	WP_160606495.1	WP_160585761.1
OG0000064	WP_160606497.1	WP_011290440.1
OG0000065	WP_160606850.1	WP_225972975.1
OG0000066	WP_011205965.1	WP_011205965.1
OG0000067	WP_160606829.1	WP_160585740.1
OG0000068	WP_011206103.1	WP_011206103.1
OG0000069	WP_011284269.1	WP_011284269.1
OG0000070	WP_160606811.1	WP_146379657.1
OG0000071	WP_160585219.1	WP_160585831.1
OG0000072	WP_160606870.1	WP_371807683.1, WP_371807682.1
OG0000073	WP_160606660.1	WP_371807678.1
OG0000074	WP_044284596.1	WP_044284596.1
OG0000075	WP_014579568.1	WP_014579568.1
OG0000076	WP_160606513.1	WP_160584756.1
OG0000077	WP_014579581.1	WP_160585806.1
OG0000078	WP_160606781.1	WP_160585694.1
OG0000079	WP_160600966.1	WP_011206305.1
OG0000080	WP_179695988.1	WP_179695988.1
OG0000081	WP_160606517.1	WP_160585534.1
OG0000083	WP_014579823.1	WP_160585593.1
OG0000084	WP_011284142.1	WP_011206222.1
OG0000085	WP_160606605.1	WP_011206223.1
OG0000086	WP_160606607.1	WP_160585778.1
OG0000087	WP_020835732.1	WP_044272477.1
OG0000088	WP_258555428.1	WP_044272480.1
OG0000089	WP_011290212.1	WP_011206231.1
OG0000090	WP_094521535.1	WP_160585750.1
OG0000091	WP_020835487.1	WP_020835487.1
OG0000092	WP_160606483.1	WP_011205847.1
OG0000093	WP_160584856.1	WP_020835484.1
OG0000094	WP_160606485.1	WP_014579519.1
OG0000095	WP_044272251.1	WP_160585829.1
OG0000096	WP_011206529.1	WP_011206529.1
OG0000097	WP_160606491.1	WP_258555535.1
OG0000098	WP_160588100.1	WP_160585760.1
OG0000099	WP_160606925.1	WP_308507019.1
OG0000100	WP_160606905.1	WP_160585575.1
OG0000101	WP_011206510.1	WP_011206510.1
OG0000102	WP_020835678.1	WP_160585050.1
OG0000103	WP_160606854.1	WP_160585769.1
OG0000104	WP_011206239.1	WP_011206239.1
OG0000105	WP_146379630.1	WP_135618882.1
OG0000106	WP_160606852.1	WP_160585771.1
OG0000107	WP_011284169.1	WP_011284169.1
OG0000108	WP_192894278.1	WP_192894278.1
OG0000109	WP_160606848.1	WP_146379632.1
OG0000110	WP_094521705.1	WP_160585726.1
OG0000111	WP_258555455.1	WP_258555345.1
OG0000112	WP_258555456.1	WP_237697204.1
OG0000113	WP_160606955.1	WP_160585296.1
OG0000114	WP_258555507.1	WP_258555347.1
OG0000115	WP_160606959.1	WP_160585718.1
OG0000116	WP_011290103.1	WP_135618674.1
OG0000117	WP_160606554.1	WP_160585555.1
OG0000118	WP_011290108.1	WP_011290108.1
OG0000119	WP_160585678.1	WP_160585678.1
OG0000120	WP_011284027.1	WP_160585676.1
OG0000121	WP_011284032.1	WP_011284032.1
OG0000122	WP_020835643.1	WP_160585674.1
OG0000123	WP_011205954.1	WP_011205954.1
OG0000124	WP_011290118.1	WP_011205953.1
OG0000125	WP_011205952.1	WP_011205952.1
OG0000126	WP_160606641.1	WP_160585671.1
OG0000127	WP_011205948.1	WP_011290122.1
OG0000128	WP_160600834.1	WP_160585820.1
OG0000129	WP_160606633.1	WP_014579732.1
OG0000130	WP_011284046.1	WP_011284046.1
OG0000131	WP_160606629.1	WP_146379566.1
OG0000132	WP_044272410.1	WP_094521636.1
OG0000133	WP_094521764.1	WP_094521764.1
OG0000134	WP_308704615.1	WP_308507009.1
OG0000135	WP_160606832.1	WP_011206120.1
OG0000136	WP_011206119.1	WP_011206119.1
OG0000137	WP_011206113.1	WP_011206113.1
OG0000138	WP_160606670.1	WP_160585793.1
OG0000139	WP_011206102.1	WP_011206102.1
OG0000140	WP_011206101.1	WP_011206101.1
OG0000141	WP_160606564.1	WP_146379698.1
OG0000142	WP_094521740.1	WP_160585625.1
OG0000143	WP_011206391.1	WP_011206391.1
OG0000144	WP_160606570.1	WP_160585623.1
OG0000145	WP_258555421.1	WP_225972996.1
OG0000146	WP_011206385.1	WP_011206385.1
OG0000147	WP_011206384.1	WP_011206384.1
OG0000148	WP_160587854.1	WP_135619012.1
OG0000149	WP_011206379.1	WP_011290331.1
OG0000150	WP_011206376.1	WP_135619006.1
OG0000151	WP_135618994.1	WP_160585685.1
OG0000152	WP_160606405.1	WP_160585686.1
OG0000153	WP_011206347.1	WP_011206347.1
OG0000154	WP_011206345.1	WP_011206345.1
OG0000155	WP_020835820.1	WP_020835820.1
OG0000156	WP_011206335.1	WP_160585658.1
OG0000157	WP_011206334.1	WP_014579918.1
OG0000158	WP_160606413.1	WP_146379680.1
OG0000159	WP_011206289.1	WP_011206289.1
OG0000160	WP_160590318.1	WP_160590318.1
OG0000161	WP_160606813.1	WP_011206287.1
OG0000162	WP_160606827.1	WP_135619210.1
OG0000163	WP_160606817.1	WP_160585701.1
OG0000164	WP_160606619.1	WP_135618732.1
OG0000165	WP_011206200.1	WP_011206200.1
OG0000166	WP_011290193.1	WP_011284126.1
OG0000167	WP_011206207.1	WP_011206207.1
OG0000168	WP_160606591.1	WP_160585173.1
OG0000169	WP_160606931.1	WP_160585654.1
OG0000170	WP_044284702.1	WP_160585651.1
OG0000171	WP_050195447.1	WP_160585650.1
OG0000172	WP_011206424.1	WP_011206424.1
OG0000173	WP_011284312.1	WP_160585649.1
OG0000174	WP_160606711.1	WP_160585648.1
OG0000175	WP_160606707.1	WP_160585645.1
OG0000176	WP_160606699.1	WP_011284321.1
OG0000177	WP_160606697.1	WP_160585273.1
OG0000178	WP_020835878.1	WP_044272620.1
OG0000179	WP_014579979.1	WP_160585639.1
OG0000180	WP_011206445.1	WP_160585638.1
OG0000181	WP_160606860.1	WP_160585796.1
OG0000182	WP_160585211.1	WP_160585798.1
OG0000183	WP_011206459.1	WP_011206459.1
OG0000184	WP_011206468.1	WP_011206468.1
OG0000185	WP_146379740.1	WP_020835897.1
OG0000186	WP_020835656.1	WP_160585782.1
OG0000187	WP_011284055.1	WP_160585781.1
OG0000188	WP_011205932.1	WP_011205932.1
OG0000189	WP_160606844.1	WP_160585791.1
OG0000190	WP_011206256.1	WP_011206256.1
OG0000191	WP_020835755.1	WP_020835755.1
OG0000192	WP_011284001.1	WP_011284001.1
OG0000193	WP_011283999.1	WP_011283999.1
OG0000194	WP_160606664.1	WP_011283923.1
OG0000195	WP_011283924.1	WP_094521583.1
OG0000196	WP_020835573.1	WP_228729168.1
OG0000197	WP_041361572.1	WP_160584800.1
OG0000198	WP_011206087.1	WP_011283930.1
OG0000199	WP_011206086.1	WP_011206086.1
OG0000200	WP_160588272.1	WP_160585615.1
OG0000201	WP_011283934.1	WP_011283934.1
OG0000202	WP_011290039.1	WP_160584809.1
OG0000203	WP_011206072.1	WP_011206072.1
OG0000204	WP_308704603.1	WP_160585611.1
OG0000205	WP_160606691.1	WP_160585610.1
OG0000206	WP_011290044.1	WP_011290044.1
OG0000207	WP_160606687.1	WP_160585609.1
OG0000208	WP_135618591.1	WP_135618591.1
OG0000209	WP_011206061.1	WP_011206061.1
OG0000210	WP_160606686.1	WP_135618604.1
OG0000211	WP_011206050.1	WP_011290054.1
OG0000212	WP_011206048.1	WP_011206048.1
OG0000213	WP_011283963.1	WP_160585195.1
OG0000214	WP_011206047.1	WP_011206047.1
OG0000215	WP_011290055.1	WP_011290055.1
OG0000216	WP_160606684.1	WP_160585193.1
OG0000217	WP_011206044.1	WP_160585731.1
OG0000218	WP_011290058.1	WP_011290058.1
OG0000219	WP_011206041.1	WP_220190714.1
OG0000220	WP_160606682.1	WP_160585732.1
OG0000221	WP_011206039.1	WP_160585733.1
OG0000222	WP_011206038.1	WP_011206038.1
OG0000223	WP_041361589.1	WP_041361589.1
OG0000224	WP_011206035.1	WP_011206035.1
OG0000225	WP_044284599.1	WP_160585734.1
OG0000226	WP_011206032.1	WP_011206032.1
OG0000227	WP_011206031.1	WP_011206031.1
OG0000228	WP_041361593.1	WP_160585735.1
OG0000229	WP_011206028.1	WP_011206028.1
OG0000230	WP_011206027.1	WP_011206027.1
OG0000231	WP_011206025.1	WP_011206025.1
OG0000232	WP_014579601.1	WP_014579601.1
OG0000233	WP_011290071.1	WP_011290071.1
OG0000234	WP_146379533.1	WP_160585568.1
OG0000235	WP_020835611.1	WP_160585567.1
OG0000236	WP_020835612.1	WP_011283989.1
OG0000237	WP_160606765.1	WP_160585566.1
OG0000238	WP_011283991.1	WP_011283991.1
OG0000239	WP_146379700.1	WP_011290347.1
OG0000240	WP_020835851.1	WP_160585627.1
OG0000241	WP_160585231.1	WP_044284696.1
OG0000242	WP_160606881.1	WP_160585629.1
OG0000243	WP_160606879.1	WP_160585630.1
OG0000244	WP_258555484.1	WP_160585631.1
OG0000245	WP_146379707.1	WP_160585633.1
OG0000246	WP_160606885.1	WP_050195463.1
OG0000247	WP_258555412.1	WP_160585549.1
OG0000248	WP_052259122.1	WP_160585552.1
OG0000249	WP_160606537.1	WP_160585548.1
OG0000250	WP_160584772.1	WP_160584772.1
OG0000251	WP_014579544.1	WP_318023737.1
OG0000252	WP_011205883.1	WP_011205883.1
OG0000253	WP_160606527.1	WP_135618489.1
OG0000254	WP_160600665.1	WP_160585543.1
OG0000255	WP_160600667.1	WP_014579550.1
OG0000256	WP_011205889.1	WP_011205889.1
OG0000257	WP_011289973.1	WP_160585540.1
OG0000258	WP_011289974.1	WP_011289974.1
OG0000259	WP_258555282.1	WP_318026429.1
OG0000260	WP_094521550.1	WP_011289982.1
OG0000261	WP_160606519.1	WP_160585535.1
OG0000262	WP_041361531.1	WP_135618519.1
OG0000263	WP_160606511.1	WP_160585532.1
OG0000264	WP_011283887.1	WP_011283887.1
OG0000265	WP_160606505.1	WP_146379476.1
OG0000266	WP_011205923.1	WP_011205923.1
OG0000267	WP_014579577.1	WP_014579577.1
OG0000268	WP_011283894.1	WP_160585530.1
OG0000269	WP_160606874.1	WP_011206134.1
OG0000270	WP_020835916.1	WP_160585579.1
OG0000271	WP_020835915.1	WP_020835915.1
OG0000272	WP_011284373.1	WP_011284373.1
OG0000273	WP_011206502.1	WP_011206502.1
OG0000274	WP_094521521.1	WP_011290423.1
OG0000275	WP_228366117.1	WP_308507002.1
OG0000276	WP_160606755.1	WP_011290421.1
OG0000277	WP_011206494.1	WP_011206494.1
OG0000278	WP_011206493.1	WP_011206493.1
OG0000279	WP_258555459.1	WP_011290418.1
OG0000280	WP_011206490.1	WP_094521520.1
OG0000281	WP_081430772.1	WP_014580012.1
OG0000282	WP_160606749.1	WP_160585584.1
OG0000283	WP_044272663.1	WP_014580009.1
OG0000284	WP_160585585.1	WP_160585585.1
OG0000285	WP_160606747.1	WP_160585586.1
OG0000286	WP_160606821.1	WP_160585702.1
OG0000287	WP_011284216.1	WP_160585766.1
OG0000288	WP_011284218.1	WP_160585765.1
OG0000289	WP_160606443.1	WP_160585764.1
OG0000290	WP_011284237.1	WP_160585665.1
OG0000291	WP_011206320.1	WP_011206320.1
OG0000292	WP_044284681.1	WP_160585667.1
OG0000293	WP_160606429.1	WP_160585668.1
OG0000294	WP_160587813.1	WP_160585803.1
OG0000295	WP_011206315.1	WP_011206315.1
OG0000296	WP_160606437.1	WP_044272552.1
OG0000297	WP_011284225.1	WP_146379664.1
OG0000298	WP_160606533.1	WP_160585546.1
OG0000299	WP_160606529.1	WP_094521545.1
OG0000300	WP_041361533.1	WP_041361533.1
OG0000301	WP_011283891.1	WP_011283891.1
OG0000302	WP_014579576.1	WP_014579576.1
OG0000303	WP_146379484.1	WP_160585146.1
OG0000304	WP_011283978.1	WP_011283978.1
OG0000305	WP_014579943.1	WP_160585622.1
OG0000306	WP_160606583.1	WP_146379686.1
OG0000307	WP_011206346.1	WP_020835826.1
OG0000308	WP_020835811.1	WP_020835811.1
OG0000309	WP_011206313.1	WP_146379668.1
OG0000310	WP_160606445.1	WP_011206298.1
OG0000311	WP_160606809.1	WP_011206293.1
OG0000312	WP_041361671.1	WP_160585159.1
OG0000313	WP_011206141.1	WP_011206141.1
OG0000314	WP_160606479.1	WP_160585599.1
OG0000315	WP_160606593.1	WP_160585171.1
OG0000316	WP_160606597.1	WP_160585596.1
OG0000317	WP_146379589.1	WP_160585126.1
OG0000318	WP_220200697.1	WP_220190711.1
OG0000319	WP_044272490.1	WP_044272490.1
OG0000320	WP_160606735.1	WP_160585723.1
OG0000321	WP_011205969.1	WP_011205969.1
OG0000322	WP_020835642.1	WP_020835642.1
OG0000323	WP_160606645.1	WP_160585808.1
OG0000324	WP_094521693.1	WP_094521693.1
OG0000325	WP_160606662.1	WP_011206094.1
OG0000326	WP_160588270.1	WP_160585612.1
OG0000327	WP_160584807.1	WP_160584807.1
OG0000328	WP_041361583.1	WP_041361583.1
OG0000329	WP_225973017.1	WP_160585607.1
OG0000330	WP_011206016.1	WP_011206016.1
OG0000331	WP_146379704.1	WP_011206405.1
OG0000332	WP_011290372.1	WP_011290372.1
OG0000333	WP_011206433.1	WP_011206433.1
OG0000334	WP_160606862.1	WP_160585797.1
OG0000335	WP_160606864.1	WP_160585799.1
OG0000336	WP_011206488.1	WP_011206488.1
OG0000337	WP_050195472.1	WP_050195472.1
OG0000338	WP_011284394.1	WP_011284394.1
OG0000339	WP_160606957.1	WP_160585719.1
OG0000340	WP_011205973.1	WP_011205973.1
OG0000341	WP_011290226.1	WP_011290226.1
OG0000342	WP_160606656.1	WP_011290029.1
OG0000343	WP_011206435.1	WP_011206435.1
OG0000344	WP_160606838.1	WP_160585738.1
OG0000345	WP_014579611.1	WP_014579611.1
OG0000346	WP_308507030.1	WP_232039558.1
OG0000347	WP_160606560.1	WP_011205955.1
OG0000348	WP_240536364.1	WP_240536364.1
OG0000349	WP_160606759.1	WP_094521522.1
OG0000350	WP_160606407.1	WP_146379684.1
OG0000351	WP_308704616.1	WP_308507015.1
OG0000352	WP_160606475.1	WP_160585602.1
OG0000353	WP_160584724.1	WP_146379556.1
OG0000354	WP_308704602.1	WP_308507014.1
OG0000355	WP_011206194.1	WP_020835708.1
OG0000356	WP_308704593.1	WP_308506994.1
OG0000357	WP_228366113.1	WP_308507005.1
OG0000358	WP_160606709.1	WP_160585646.1
OG0000359	WP_308704599.1	WP_160585614.1
OG0000360	WP_225973008.1	WP_225973008.1
OG0000361	WP_011289979.1	WP_011289979.1
OG0000362	WP_160606441.1	WP_160585763.1
OG0000363	WP_308704597.1	WP_308507006.1
OG0000364	WP_160606467.1	WP_044272453.1
OG0000365	WP_160606601.1	WP_160585592.1
OG0000366	WP_011206224.1	WP_011206224.1
OG0000367	WP_225973040.1	WP_220190703.1
OG0000368	WP_011289935.1	WP_160585774.1
OG0000369	WP_011289930.1	WP_160585775.1
OG0000370	WP_044272260.1	WP_160585776.1
OG0000371	WP_044272256.1	WP_146379443.1
OG0000372	WP_135618439.1	WP_160584860.1
OG0000373	WP_160606489.1	WP_160585758.1
OG0000374	WP_160606493.1	WP_160585759.1
OG0000375	WP_146379628.1	WP_011284163.1
OG0000376	WP_160606729.1	WP_160585724.1
OG0000377	WP_160606733.1	WP_011206271.1
OG0000378	WP_011205977.1	WP_160585556.1
OG0000379	WP_011205962.1	WP_011205962.1
OG0000380	WP_160588252.1	WP_146379558.1
OG0000381	WP_160606639.1	WP_160585670.1
OG0000382	WP_160606631.1	WP_160585810.1
OG0000383	WP_160606627.1	WP_160585809.1
OG0000384	WP_041361727.1	WP_160585832.1
OG0000385	WP_044272311.1	WP_160585716.1
OG0000386	WP_011290004.1	WP_011206121.1
OG0000387	WP_160606834.1	WP_160585739.1
OG0000388	WP_160606836.1	WP_160585142.1
OG0000389	WP_160606672.1	WP_160584791.1
OG0000390	WP_011206390.1	WP_011290340.1
OG0000391	WP_160606572.1	WP_020835843.1
OG0000392	WP_160606574.1	WP_160585621.1
OG0000393	WP_160606581.1	WP_160585683.1
OG0000394	WP_014579921.1	WP_160585688.1
OG0000395	WP_160606409.1	WP_160585121.1
OG0000396	WP_160606819.1	WP_014579876.1
OG0000397	WP_160606471.1	WP_011206196.1
OG0000398	WP_020835709.1	WP_146379611.1
OG0000399	WP_160606589.1	WP_160585597.1
OG0000400	WP_160606713.1	WP_160585652.1
OG0000401	WP_160606703.1	WP_011206432.1
OG0000402	WP_160606701.1	WP_160585643.1
OG0000403	WP_220200714.1	WP_220191162.1
OG0000404	WP_160606695.1	WP_160585640.1
OG0000405	WP_011284327.1	WP_160585637.1
OG0000406	WP_160606872.1	WP_160585802.1
OG0000407	WP_160606866.1	WP_160585800.1
OG0000408	WP_160606868.1	WP_044284717.1
OG0000410	WP_011206469.1	WP_011206469.1
OG0000411	WP_160606799.1	WP_160585787.1
OG0000412	WP_011290399.1	WP_146379741.1
OG0000413	WP_146379568.1	WP_146379568.1
OG0000414	WP_160606625.1	WP_011290131.1
OG0000415	WP_020835657.1	WP_135618720.1
OG0000416	WP_011284056.1	WP_011284056.1
OG0000417	WP_160585790.1	WP_160585790.1
OG0000418	WP_160606846.1	WP_160585789.1
OG0000419	WP_160606658.1	WP_160585616.1
OG0000420	WP_160606655.1	WP_020835574.1
OG0000421	WP_160606650.1	WP_011290034.1
OG0000422	WP_160606648.1	WP_146379504.1
OG0000423	WP_020835585.1	WP_135618585.1
OG0000424	WP_135618587.1	WP_011290043.1
OG0000425	WP_011206065.1	WP_011206065.1
OG0000426	WP_160606689.1	WP_011206064.1
OG0000427	WP_135618593.1	WP_160585608.1
OG0000428	WP_011206054.1	WP_135618601.1
OG0000429	WP_011206036.1	WP_011206036.1
OG0000430	WP_050195474.1	WP_011290066.1
OG0000431	WP_146379524.1	WP_011290067.1
OG0000432	WP_044272360.1	WP_160585570.1
OG0000433	WP_160606761.1	WP_011206014.1
OG0000434	WP_160606763.1	WP_160585569.1
OG0000435	WP_020835610.1	WP_160584678.1
OG0000436	WP_160606767.1	WP_011206005.1
OG0000437	WP_044272373.1	WP_014579672.1
OG0000438	WP_160606769.1	WP_160585565.1
OG0000439	WP_020835619.1	WP_160585564.1
OG0000440	WP_160588325.1	WP_160585628.1
OG0000441	WP_011284299.1	WP_011284299.1
OG0000442	WP_258555485.1	WP_160585550.1
OG0000443	WP_044272282.1	WP_044272282.1
OG0000444	WP_011205880.1	WP_011205880.1
OG0000445	WP_044284571.1	WP_160585544.1
OG0000446	WP_020835513.1	WP_160585542.1
OG0000447	WP_014579553.1	WP_014579553.1
OG0000448	WP_146379469.1	WP_011205897.1
OG0000449	WP_160606523.1	WP_160585537.1
OG0000450	WP_160606521.1	WP_160585536.1
OG0000451	WP_160606509.1	WP_160585531.1
OG0000452	WP_011205921.1	WP_011205921.1
OG0000455	WP_146379761.1	WP_160585576.1
OG0000456	WP_011206487.1	WP_160585583.1
OG0000457	WP_160606745.1	WP_160585587.1
OG0000458	WP_160606447.1	WP_020835790.1
OG0000459	WP_011206301.1	WP_014579890.1
OG0000460	WP_011206303.1	WP_044272549.1
OG0000461	WP_220200668.1	WP_220191203.1
OG0000462	WP_160606431.1	WP_011284228.1
OG0000463	WP_160606433.1	WP_011206310.1
OG0000464	WP_094521720.1	WP_011206309.1
OG0000465	WP_160606435.1	WP_160585762.1
OG0000466	WP_011205922.1	WP_011205922.1
OG0000467	WP_160606417.1	WP_160585660.1
OG0000469	WP_014579824.1	WP_014579824.1
OG0000470	WP_011206069.1	WP_011206069.1
OG0000472	WP_160606795.1	WP_160585784.1
OG0000473	WP_160588156.1	WP_044272671.1
OG0000474	WP_011284377.1	WP_160585578.1
OG0000475	WP_160606907.1	WP_160585577.1
OG0000476	WP_160606623.1	WP_011205931.1
OG0000477	WP_160587815.1	WP_011290293.1
OG0000478	WP_160606753.1	WP_146379753.1
OG0000479	WP_160606558.1	WP_160585679.1
OG0000480	WP_011206218.1	WP_011206218.1
OG0000481	WP_308704598.1	WP_228729169.1
OG0000482	WP_160606911.1	WP_160585562.1
OG0000483	WP_160606609.1	WP_011206227.1
OG0000484	WP_228365405.1	WP_135618485.1
OG0000485	WP_020835615.1	WP_020835615.1
OG0000486	WP_160588293.1	WP_160585249.1
OG0000487	WP_220200698.1	WP_220191148.1
OG0000489	WP_011205849.1	WP_160584852.1
OG0000490	WP_160606487.1	WP_160585828.1
OG0000491	WP_020835639.1	WP_160585677.1
OG0000492	WP_160606562.1	WP_160585672.1
OG0000493	WP_160606840.1	WP_160585737.1
OG0000494	WP_160606666.1	WP_020835567.1
OG0000495	WP_011284272.1	WP_146379689.1
OG0000496	WP_011284271.1	WP_011206375.1
OG0000497	WP_160606579.1	WP_160585682.1
OG0000498	WP_011206340.1	WP_011290314.1
OG0000499	WP_011284249.1	WP_011284249.1
OG0000500	WP_160606473.1	WP_160585603.1
OG0000501	WP_148166908.1	WP_220191163.1
OG0000502	WP_160606909.1	WP_160585563.1
OG0000503	WP_160606653.1	WP_020835576.1
OG0000504	WP_146379513.1	WP_011283955.1
OG0000505	WP_011290053.1	WP_011290053.1
OG0000506	WP_011206049.1	WP_011206049.1
OG0000507	WP_020835590.1	WP_020835590.1
OG0000508	WP_044272682.1	WP_044272682.1
OG0000509	WP_220200685.1	WP_020835518.1
OG0000510	WP_011289977.1	WP_160585539.1
OG0000511	WP_011206135.1	WP_160585807.1
OG0000512	WP_160606439.1	WP_160585006.1
OG0000513	WP_160606751.1	WP_160585582.1
OG0000514	WP_160606575.1	WP_160585620.1
OG0000515	WP_258555436.1	WP_258555848.1
OG0000515	WP_258555437.1	WP_258555849.1
OG0000516	WP_011206214.1	WP_160585595.1
OG0000518	WP_160606705.1	WP_160585644.1
OG0000519	WP_135618573.1	WP_160585613.1
OG0000520	WP_146379514.1	WP_135618599.1
OG0000521	WP_160606525.1	WP_160585541.1
OG0000522	WP_135618505.1	WP_160585538.1
OG0000523	WP_160606743.1	WP_160585588.1
OG0000524	WP_160606419.1	WP_160585661.1
OG0000525	WP_160606793.1	WP_160585785.1
OG0000527	WP_258555505.1	WP_228365424.1
OG0000528	WP_160606599.1	WP_160585594.1
OG0000529	WP_014579831.1	WP_160585770.1
OG0000530	WP_160585298.1	WP_160585722.1
OG0000531	WP_020835645.1	WP_160585673.1
OG0000532	WP_308507102.1	WP_160585826.1
OG0000534	WP_160606507.1	WP_014579573.1
OG0000535	WP_160606481.1	WP_160584854.1
OG0000536	WP_160606923.1	WP_160585813.1
OG0000537	WP_011290028.1	WP_011290028.1
OG0000538	WP_020835608.1	WP_146379532.1
OG0000539	WP_011289963.1	WP_160585545.1
OG0000540	WP_160606427.1	WP_160585666.1
OG0000541	WP_160606411.1	WP_160585657.1
OG0000542	WP_160606515.1	WP_160585533.1
OG0000544	WP_014579703.1	WP_014579703.1
OG0000545	WP_160606457.1	WP_160585753.1
OG0000546	WP_258555239.1	WP_160585684.1
OG0000547	WP_160606568.1	WP_160585624.1
OG0000548	WP_160606621.1	WP_011290136.1
OG0000549	WP_160606797.1	WP_160585783.1
OG0000550	WP_220200719.1	WP_220191147.1
OG0000551	WP_146379706.1	WP_160585632.1
OG0000552	WP_160606971.1	WP_160585642.1
OG0000553	WP_011206330.1	WP_146379678.1
OG0000554	WP_160606725.1	WP_160585727.1
OG0000557	WP_160606544.1	WP_146379545.1
OG0000558	WP_160606915.1	WP_160585560.1
OG0000559	WP_020835677.1	WP_011206161.1
OG0000560	WP_160606454.1	WP_011284100.1
OG0000561	WP_011290073.1	WP_160584672.1
OG0000562	WP_146379618.1	WP_160585755.1
OG0000563	WP_011290172.1	WP_160585756.1
OG0000564	WP_160606552.1	WP_220191137.1
OG0000565	WP_160606463.1	WP_258555839.1
OG0000566	WP_160606461.1	WP_258555840.1
OG0000567	WP_225972971.1	WP_308507010.1
OG0000568	WP_044272325.1	WP_160585617.1
OG0000569	WP_160587997.1	WP_160585559.1
OG0000570	WP_160606917.1	WP_160584704.1
OG0000571	WP_160606542.1	WP_011205986.1
OG0000572	WP_160606546.1	WP_160585558.1
OG0000573	WP_020835676.1	WP_160585052.1
OG0000575	WP_160606913.1	WP_135618654.1
OG0000576	WP_011290145.1	WP_011290145.1
OG0000577	WP_258555388.1	WP_258555819.1
OG0000578	WP_160606415.1	WP_160585659.1
OG0000579	WP_146379623.1	WP_160585817.1
OG0000580	WP_135619214.1	WP_258555826.1
OG0000581	WP_160606949.1	WP_160585815.1
OG0000582	WP_308704591.1	WP_308507001.1
OG0000583	WP_160606779.1	WP_160585056.1
OG0000585	WP_160588364.1	WP_160585768.1
OG0000586	WP_044272424.1	WP_160585695.1
